index,UserId,TimeStamp,Text,Extracted_Links,Tokens,TopicInterests
10,742143,0,Man Utd defeat surprises Ferguson http://bbc.in/gILNT5 Hamilton pleased by 2011 car test http://bbc.in/fSUBWF US 'kill team soldier' in court http://bbc.in/fMWQLn 'Literate' Brazilian clown cleared for congress http://bbc.in/dJkG8O,"['http://bbc.in/gILNT5', 'http://bbc.in/fSUBWF', 'http://bbc.in/fMWQLn', 'http://bbc.in/dJkG8O']","['man', 'utd', 'defeat', 'surprises', 'ferguson', 'hamilton', 'pleased', 'car', 'test', 'kill', 'team', 'soldier', 'court', 'literate', 'brazilian', 'clown', 'cleared', 'congress']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.979, 0.0, 0.0]"
11,742143,1,Election clashes in Ivory Coast http://bbc.in/gn5MCc Aid worker killed by US grenade http://bbc.in/e8LRpW,"['http://bbc.in/gn5MCc', 'http://bbc.in/e8LRpW']","['election', 'clashes', 'ivory', 'coast', 'aid', 'worker', 'killed', 'grenade']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.954, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
12,742143,2,India court okays Dalit icon park http://bbc.in/e4EkWL,['http://bbc.in/e4EkWL'],"['india', 'court', 'okays', 'dalit', 'icon', 'park']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.939, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
16,800594,0,"I'm officially in Lame Duck Real Life Mode. Nothing getting done until next year, dang nabbit.",[],"['officially', 'lame', 'duck', 'real', 'life', 'mode', 'year', 'dang', 'nabbit']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
17,800594,1,"Yes, Kiddies, the upcoming 112th Congress is going to suck: http://huff.to/edv4jl",['http://huff.to/edv4jl'],"['kiddies', 'upcoming', 'congress', 'suck']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.912, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
18,800594,2,RT @JeffreyFeldman: Poll: most oppose GOP tax plan (ergo: Dems have NO CHOICE but to cave) http://bit.ly/e7t3TK #head #wall #head #wall,['http://bit.ly/e7t3TK'],"['poll', 'oppose', 'gop', 'tax', 'plan', 'ergo', 'dems', 'choice', 'cave', 'head', 'wall', 'head', 'wall']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.971, 0.0]"
24,816653,0,Record-Breaking Cyber Monday Surpasses $1 Billion In U.S. Online Spending  http://tcrn.ch/fIrCpS by @leenarao,['http://tcrn.ch/fIrCpS'],"['cyber', 'monday', 'surpasses', 'billion', 'online', 'spending']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.939]"
25,816653,1,"Shufflr TV's Three-Screen Experience: The Grand Central Demo (TCTV) http://tcrn.ch/enVXuJ by @erickschonfeld Boxee CEO To Big Media:  ""Resistance Is Futile"" http://tcrn.ch/fJvYmf by @erickschonfeld","['http://tcrn.ch/enVXuJ', 'http://tcrn.ch/fJvYmf']","['shufflr', 'tvs', 'experience', 'grand', 'central', 'demo', 'tctv', 'boxee', 'ceo', 'big', 'media', 'resistance', 'futile']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.971, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
26,816653,2,The Rise Of The Gentleman Hacker http://tcrn.ch/hEFNfJ by @arrington,['http://tcrn.ch/hEFNfJ'],"['rise', 'gentleman', 'hacker']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
32,961201,0,"Sida : le dépistage va bientôt être renforcé en France http://ping.fm/beBX0 Un vétéran des services secrets à la tête du Mossad  http://ping.fm/cr3Ip #Dilbert ""Frienditute"" http://tinyurl.com/2da8c42 RT @google: Being bad to your customers is bad for business. Read about our latest algorithm enhancement: http://goo.gl/KmlRv","['http://ping.fm/beBX0', 'http://ping.fm/cr3Ip', 'http://tinyurl.com/2da8c42', 'http://goo.gl/KmlRv']","['sida', 'dpistage', 'bientt', 'tre', 'renforc', 'france', 'vtran', 'des', 'services', 'secrets', 'tte', 'mossad', 'dilbert', 'bad', 'customers', 'bad', 'business', 'read', 'latest', 'algorithm']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.981, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
33,961201,1,RT @bbcworldservice: Which countries will host the 2018 and 2022 Football World Cups? Listen to live coverage from 1500GMT http://bbc.in ...,['http://bbc.in'],"['countries', 'host', 'football', 'cups', 'listen', 'live', 'coverage', 'gmt', 'httpbbcin']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
34,961201,2,RT @BreakingNews: Assange in online Q&A: No credible allegation that 'a single person has come to harm as a result of our activities' ht ...,[],"['assange', 'online', 'credible', 'allegation', 'single', 'person', 'harm', 'result', 'activities']","[0.959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
43,1934931,0,RT @FBIPressOffice: Telephone Collection Scam Related to Delinquent Payday Loans:  http://bit.ly/eeOZVO,['http://bit.ly/eeOZVO'],"['telephone', 'collection', 'scam', 'delinquent', 'payday', 'loans']","[0.0, 0.0, 0.0, 0.0, 0.939, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
44,1934931,1,"RT @HarvardBiz: How Ford  Profits from its '24 Hour Rule' http://s.hbr.org/gmaFKa RT @burgerjones: Come in today (12/02/10) and show Larry the Burger Jones BT your ""MO"" tan line and get a free Surley Smoke Lager & pers ... RT @TweetSmarter: r/t Watch Out! Fake Facebook Accounts gaining ground, raising malware risks http://j.mp/dVnn2G","['http://s.hbr.org/gmaFKa', 'http://j.mp/dVnn2G']","['ford', 'profits', 'hour', 'rule', 'today', 'larry', 'burger', 'jones', 'tan', 'free', 'surley', 'smoke', 'lager', 'pers', 'watch', 'fake', 'facebook', 'accounts', 'gaining', 'ground', 'raising', 'malware', 'risks']","[0.0, 0.0, 0.0, 0.0, 0.983, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
45,1934931,2,RT @TaigaCompany: Ports to Reward Ships That Reduce Emissions http://bit.ly/hMjVIk,['http://bit.ly/hMjVIk'],"['ports', 'reward', 'ships', 'reduce', 'emissions']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.928, 0.0, 0.0, 0.0]"
88,4970411,0,"Tamils call for Rajapaksa's arrest: Activists accuse Sri Lankan president of being a war criminal as new footage... http://aje.me/hspvLt Spain busts al-Qaeda-linked group: Detainess, mainly Pakistanis, suspected of forging passports for Lashkar-e-Taiba. http://aje.me/ghBW24","['http://aje.me/hspvLt', 'http://aje.me/ghBW24']","['tamils', 'rajapaksas', 'arrest', 'activists', 'accuse', 'sri', 'lankan', 'president', 'war', 'criminal', 'footage', 'spain', 'busts', 'group', 'detainess', 'pakistanis', 'suspected', 'forging', 'passports']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.98, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
89,4970411,1,"Russia, Qatar to host World Cups: Russia has been chosen to host the 2018 World Cup and Qatar has been selected ... http://aje.me/egdEBz",['http://aje.me/egdEBz'],"['russia', 'qatar', 'host', 'cups', 'russia', 'chosen', 'host', 'cup', 'qatar', 'selected']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
90,4970411,2,Israel battles deadly forest fire: Assistance arrives from other countries as firefighters struggle to put out b... http://aje.me/fMw85B,['http://aje.me/fMw85B'],"['israel', 'battles', 'deadly', 'forest', 'assistance', 'arrives', 'countries', 'struggle']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.954, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
120,6980622,0,"@newmediajim Don't challenge the model? Either you're at a fashion show, or engaging in crazy talk! I need coffee before you make me think. @thegarnergroup You're welcome, say howdy to my Aunt Sandy #inBend #myfamilyrocks RT @WFP: Just like the fight against hunger, the fight against AIDS is one we can win. #gogettested #World AIDS http://bit.ly/dPpQh1 @becs09 oh yeah... the twitter post. DUH.",['http://bit.ly/dPpQh1'],"['dont', 'challenge', 'model', 'fashion', 'engaging', 'crazy', 'talk', 'coffee', 'howdy', 'aunt', 'sandy', 'inbend', 'fight', 'hunger', 'fight', 'aids', 'win', 'aids', 'yeah', 'twitter', 'post', 'duh']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.983, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
121,6980622,1,"RT @chucktodd The op-ed from ex-GOP Sec/States supporting START. http://wapo.st/gzDRoK // Only living GOP Sec/State missing: Condi Rice RT @USArmyAfrica: Africa News Alert: US embassy cables: Berlusconi has close financial relationship with Putin, say US: D... http://bit. ... @koopersmith okay, changed the avatar - just for you.  :)","['http://wapo.st/gzDRoK', 'http://bit.']","['oped', 'exgop', 'secstates', 'supporting', 'start', 'living', 'gop', 'secstate', 'missing', 'condi', 'rice', 'africa', 'news', 'alert', 'embassy', 'cables', 'berlusconi', 'close', 'financial', 'putin', 'httpbit', 'changed', 'avatar']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.983, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
122,6980622,2,The microcosm Daily is out! http://bit.ly/f3zRoK ? Top stories today by @nationaljournal @LizMair @CTurlington @JonHenke,['http://bit.ly/f3zRoK'],"['microcosm', 'daily', 'stories', 'today']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
167,9466892,0,"RT @jonmatonis: Kenya: Underground economy robs the taxman of Sh275 billion http://bit.ly/gHFeT0 via @FCapitalKenya RT @orlingrabbe: C.I.A. Agents Blowing Their Own Cover http://ow.ly/1af8Dw RT @TelegraphNews: UFO sightings 'could be explained by meteors' http://tgr.ph/dJcPpX RT @Lisa_Sage: Naked Body Scanners are for the pervs. REAL security wld be a containment chamber to force detonate hidden explosives. #SGP RT @TedNugent: OK its cold as all hell out there this morning so here I go all bundled up to ambush an unsuspecting herbivore with my bo ... RT @physorg_com: A willingness to be bullied may be inherited http://tw.physorg.com/210399523 RT @tweetdrudge: SNOOP, SPY, SPIN... http://bit.ly/g8ttdL #tcot RT @TechCrunch: Nielsen: Apple iOS And Android Tied for ""Most Desired Operating System"" http://tcrn.ch/hc5IgR by @leenarao RT @radleybalko: Unmanned Wikileaks drone destroys Afghan village. http://tinyurl.com/2ut3rmz RT @dgwbirch: Prince Andrew a bit thick and a bore, Iranians want to nuke the Saudis, Dear Leader unwell... the tag should #bearsinwoods ... RT @zerohedge: $8.2 Billion POMO Closes: Most Monetized Issue Is 7 Year Bond Auctioned Off Last Week http://is.gd/i3kSP RT @mleewelch: Tom Friedman imagines a Chinese diplomat mocking Americans for traveling so ""rarely."" It's bullshit, of course. http://is ... RT @sciam: Excuse me, Sir. There's a Moss-animal in my Lake http://bit.ly/he5jO0 RT @rogueclown: so, does anyone have a spare #shmoocon ticket that they want to sell to a friendly blue-haired hacker girl?  ;-) RT @anitamoncrief: RT @charliemax: UN Climate Summit: The Con in Cancun — Emerging Corruption http://bit.ly/ebnZ9S RT @radleybalko: Sen. Jim Webb's public/media contact # takes you to an automated recording, which then takes you to voicemail, which th ... RT @bitcoinmedia: Bitcoin | Jan Prunk: I am testing the new E-currency called Bitcoin. It is a decentralized E-currency ,... http://bit. ... RT @dgwbirch: What was it they say? Man bites dog, not news. Dog bites man, news. Man marries dog, Australian news http://is.gd/i49JK RT @CBCAlerts: WikiLeaks lawyer says \""assassination\"" comment criminal RT @bostonherald: Chuck Turner today became the first member to be booted. http://fb.me/MfyDt9eY","['http://bit.ly/gHFeT0', 'http://ow.ly/1af8Dw', 'http://tgr.ph/dJcPpX', 'http://tw.physorg.com/210399523', 'http://bit.ly/g8ttdL', 'http://tcrn.ch/hc5IgR', 'http://tinyurl.com/2ut3rmz', 'http://is.gd/i3kSP', 'http://is', 'http://bit.ly/he5jO0', 'http://bit.ly/ebnZ9S', 'http://bit.', 'http://is.gd/i49JK', 'http://fb.me/MfyDt9eY']","['kenya', 'economy', 'robs', 'taxman', 'billion', 'cia', 'agents', 'blowing', 'cover', 'ufo', 'sightings', 'explained', 'meteors', 'naked', 'body', 'scanners', 'pervs', 'real', 'security', 'wld', 'chamber', 'force', 'detonate', 'hidden', 'explosives', 'sgp', 'cold', 'hell', 'morning', 'bundled', 'ambush', 'herbivore', 'bullied', 'inherited', 'snoop', 'spy', 'spin', 'tcot', 'nielsen', 'apple', 'ios', 'android', 'tied', 'desired', 'operating', 'unmanned', 'wikileaks', 'drone', 'destroys', 'afghan', 'village', 'prince', 'andrew', 'bit', 'thick', 'bore', 'iranians', 'nuke', 'saudis', 'dear', 'leader', 'unwell', 'tag', 'billion', 'pomo', 'closes', 'monetized', 'issue', 'year', 'bond', 'auctioned', 'week', 'tom', 'friedman', 'imagines', 'chinese', 'diplomat', 'mocking', 'americans', 'traveling', 'rarely', 'bullshit', 'httpis', 'excuse', 'sir', 'mossanimal', 'lake', 'spare', 'shmoocon', 'ticket', 'sell', 'friendly', 'bluehaired', 'hacker', 'girl', 'climate', 'summit', 'cancun', 'emerging', 'corruption', 'sen', 'jim', 'webbs', 'contact', 'takes', 'automated', 'recording', 'takes', 'voicemail', 'bitcoin', 'jan', 'prunk', 'testing', 'ecurrency', 'called', 'bitcoin', 'ecurrency', 'httpbit', 'man', 'bites', 'dog', 'news', 'dog', 'bites', 'man', 'news', 'man', 'marries', 'dog', 'australian', 'news', 'wikileaks', 'lawyer', 'comment', 'criminal', 'chuck', 'turner', 'today', 'member', 'booted']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.997, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
168,9466892,1,"RT @jonmatonis: Totally Standard Hyper-Inflation by Adrian Ash http://t.co/oJ6gMZR RT @AmnestyOnline: News - Wikileaks cable corroborates evidence of #US airstrikes in #Yemen http://bit.ly/gB5e4O #humanrights ^eh RT @BreitbartVideo: HS Football Player Penalized for Kneeling on Field After Touchdown:  http://bit.ly/icnDMT RT @sjl: Thoughts on Migrating from TypePad to WordPress http://goo.gl/fb/6YES3 RT @HLMenckenBot: Democracy is the art of running the circus from the monkey cage. RT @NewYorkPost: Former New Orleans police officer sentenced to 8 years in prison over post-Katrina shooting http://nyp.st/hTZ1N4 RT @dannysullivan: apparently apple's bootcamp upgrade killed @office powerpoint 2010. kind of inconvenient http://bit.ly/fhKsCR Can Rem Koolhaas kill the skyscraper? http://t.co/eBwVfjF Fighting Tumors With Tumors http://bit.ly/i3Tn6P The Bourgeoisie, Egalitarianism, and the Death of Culture http://t.co/XGA8XvS RT @AnnCoulter: ObamaCare in Venezuela is working great, except there are no doctors - http://bit.ly/fzsu0N RT @orlingrabbe: LMAO: US State Department Bans employees not to read WikiLeaks http://ow.ly/1agLq1 RT @akafrancie: Currently writing the first season of ""Ruffing it in Anguilla - the true story of Waffles"" with @jrobichaux, merchandise ... RT @WeldPond: German hackers ""gained access to Lady Gaga's computer"".  Also Timerlake, Kesha, Clarkson, 50+ more. Star-phishing?  http:/ ...","['http://t.co/oJ6gMZR', 'http://bit.ly/gB5e4O', 'http://bit.ly/icnDMT', 'http://goo.gl/fb/6YES3', 'http://nyp.st/hTZ1N4', 'http://bit.ly/fhKsCR', 'http://t.co/eBwVfjF', 'http://bit.ly/i3Tn6P', 'http://t.co/XGA8XvS', 'http://bit.ly/fzsu0N', 'http://ow.ly/1agLq1']","['totally', 'standard', 'adrian', 'ash', 'news', 'wikileaks', 'cable', 'evidence', 'airstrikes', 'yemen', 'football', 'player', 'penalized', 'kneeling', 'field', 'touchdown', 'thoughts', 'migrating', 'typepad', 'wordpress', 'democracy', 'art', 'running', 'circus', 'monkey', 'cage', 'orleans', 'police', 'officer', 'sentenced', 'years', 'prison', 'shooting', 'apples', 'bootcamp', 'upgrade', 'killed', 'powerpoint', 'kind', 'rem', 'koolhaas', 'kill', 'skyscraper', 'fighting', 'tumors', 'tumors', 'death', 'culture', 'obamacare', 'venezuela', 'working', 'great', 'doctors', 'lmao', 'state', 'department', 'bans', 'employees', 'read', 'wikileaks', 'writing', 'season', 'ruffing', 'anguilla', 'true', 'story', 'waffles', 'german', 'hackers', 'gained', 'access', 'lady', 'gagas', 'computer', 'timerlake', 'kesha', 'clarkson']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.995]"
169,9466892,2,"RT @Drudge_Report: Nation's '2nd Most Dangerous City' To Lay Off Nearly Half Of Police Force...  http://drudge.tw/g0dc29 RT @hblodget: Well, now we know what those ""sex crimes"" are that have triggered an international manhunt for Julian Assange http://read. ... RT @financialtimes: Seoul threatens air strikes against N Korea: Seoul vows to use its jet fighters to strike its northern neighbour...  ... RT @Drudge_Report: OBAMA SPEECHWRITER JOKES ABOUT TSA GROPING:  Allows 'defrocked priests to give back to society'... http://drudge.tw/e ... RT @TelegraphNews: Why WikiLeaks will not be silenced http://tgr.ph/fpO8nZ RT @zerohedge: The world may be flat, but Thomas Friedman sure has gotten round","['http://drudge.tw/g0dc29', 'http://read.', 'http://drudge.tw/e', 'http://tgr.ph/fpO8nZ']","['nations', 'dangerous', 'city', 'lay', 'half', 'police', 'force', 'sex', 'crimes', 'triggered', 'manhunt', 'julian', 'assange', 'httpread', 'seoul', 'threatens', 'air', 'strikes', 'korea', 'seoul', 'vows', 'jet', 'fighters', 'strike', 'northern', 'neighbour', 'obama', 'jokes', 'tsa', 'groping', 'defrocked', 'priests', 'society', 'wikileaks', 'silenced', 'flat', 'thomas', 'friedman', 'round']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
170,9522502,0,"Understanding the Level 3-Comcast spat (FAQ) | Signal Strength - CNET News http://t.co/ZUzFx49 via @cnet RT @nprnews: Photo: It’s World AIDS Day, a time to pause, reflect and read up on the disease that remains a critical... http://tumblr.co ... Fallen soldiers Southworth, Deluzio honored in Afghanistan http://bit.ly/f5c7lt #vt NYT: AIDS Activism Growing on Campuses - http://nyti.ms/hrBAFm","['http://t.co/ZUzFx49', 'http://tumblr.co', 'http://bit.ly/f5c7lt', 'http://nyti.ms/hrBAFm']","['level', 'comcast', 'spat', 'faq', 'signal', 'strength', 'cnet', 'news', 'photo', 'aids', 'day', 'time', 'pause', 'reflect', 'read', 'disease', 'remains', 'critical', 'fallen', 'soldiers', 'southworth', 'deluzio', 'honored', 'nyt', 'aids', 'activism', 'growing', 'campuses']","[0.986, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
171,9522502,1,RT @bfp_news: Secure psychiatric unit recommended for Waterbury http://dlvr.it/9bMCP,['http://dlvr.it/9bMCP'],"['secure', 'unit', 'waterbury']","[0.886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
172,9522502,2,RT @bfp_opinion: My Turn: Internet counterfeit act moving too fast http://twurl.nl/jcnbhy,['http://twurl.nl/jcnbhy'],"['turn', 'internet', 'moving', 'fast']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.911, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
