index,UserId,TimeStamp,Text,Extracted_Links,Tokens,TopicInterests
3116,156494790,0,"@okapyon7force  if u see siamese katz dats meh XD @AliceNine_SHOU @DELUHI_Leda  sorry shou its hard to make them understand n calm RT @spike_cat: Pawsum! RT @CosmoHavanese The final results are in from #CosmoIH4TH! Thanks for all your help pals! http://tinyurl.com/36 ... RT @maimecat: Starbucks to test market instant “Ghetto Mocha” http://www.deadseriousnews.com/?p=450 RT @ayu_19980408: ??????????RT @ayu_exile_love: @ayu_19980408 ????????????? @mizuki_sadie @TMR_STAFF  i know so many blonde bleaching im not gossiping is prince william bleach? no right? RT @ayu_19980408: We can do anything if we really want to do!!!Fight for it=)RT @regulovalentin: @ayu_19980408 Do you believe that a per ... RT @real_girugamesh: ????????????( ´??)???????????????? RT @iamdiddy: LOL RT @pattheprodigy: @iamdiddy ""Im Coming Home"" is a hotttttt fuckin joint-I cant wait to tell the world where Im coming ... RT @FFR_INFO: 2011?2?26????×××× THE FAKE STAR????????????????????????????????????????????????PC?http://kuroyume.jp/?MOBILE? http://kuroy ... RT @alice9_hiroto: ?????????????????????????????????( *??´) @HUGOBOSS @Twitter  ah ai know dominic christ who again  maibe @ayu_19980408 @UN1982  honestly ayu our type is so much different ^^ * i like boys look like u ^^* RT @ys1126: ??????????????????????????????(?)","['http://tinyurl.com/36', 'http://www.deadseriousnews.com/?p=450', 'http://kuroyume.jp/?MOBILE?', 'http://kuroy']","['siamese', 'katz', 'dats', 'meh', 'shou', 'hard', 'understand', 'calm', 'pawsum', 'final', 'cosmoihth', 'pals', 'starbucks', 'test', 'market', 'instant', 'ghetto', 'mocha', 'blonde', 'bleaching', 'gossiping', 'prince', 'william', 'bleach', 'dofight', 'itrt', 'lol', 'coming', 'hotttttt', 'fuckin', 'jointi', 'wait', 'coming', 'fake', 'httpkuroy', 'dominic', 'christ', 'maibe', 'honestly', 'ayu', 'type', 'boys']","[0.0, 0.991, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3117,156494790,1,@DrunkenTigerJK  if u have dimrntion connection  why u must travel all u want in front of u flop :D @AliceNine_saga  ^_^* RT @mc1242: ??????????????????? RT @chanu0113: RN??? ?????????????#mc1242 RT @Brian106sc: SPCA of Tompkins County in urgent need of canned food http://bit.ly/gZwNem @bestcatlitter  :D OF COURSE :D @sakurazawa  XDD Nasa ^_^*  nasa has not yet ur plane beibz ^^* RT @mc1242: #mc1242 ????????HP??????????????????????UP????? http://www.allnightnippon.com/ ?????????????(?????????????),"['http://bit.ly/gZwNem', 'http://www.allnightnippon.com/']","['dimrntion', 'connection', 'travel', 'flop', 'spca', 'tompkins', 'county', 'urgent', 'canned', 'food', 'xdd', 'nasa', 'nasa', 'plane', 'beibz', 'hpup']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.976, 0.0, 0.0]"
3118,156494790,2,RT @katyperry: ...And if you're patient I have a few other trix up me sleeve coming your way for the #THECALIFORNIADREAMSTOUR that I'll  ...,[],"['patient', 'trix', 'sleeve', 'coming', 'ill']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.928, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3139,159214949,0,@MorningMika Ask Mr. Pence how many jobs were created under the Bush admin w/all the Bush tax cuts.,[],"['pence', 'jobs', 'created', 'bush', 'admin', 'wall', 'bush', 'tax', 'cuts']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3140,159214949,1,"RT @PostmanDave: Time for Russia's presentation soon. The theme? 'Give us the World Cup, or we switch off your gas'. #England2018 @SarahPalinUSA Just whose blood does Julian Assange have on his hands ? Who has been killed over this release of documents?",[],"['time', 'russias', 'theme', 'cup', 'switch', 'gas', 'england', 'blood', 'julian', 'assange', 'hands', 'killed', 'release', 'documents']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.973, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3141,159214949,2,@morningmika LIVE COVERAGE: Julian Assange Holds Online Chat http://read.bi/hJmstm,['http://read.bi/hJmstm'],"['live', 'coverage', 'julian', 'assange', 'holds', 'online', 'chat']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.947, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3169,162094948,0,"RT @michaelpollan: Food Safety bill: suddenly, unbelievably, in trouble.  http://p2.to/14u2 RT @ConservationOrg: Mangroves, sea grass & salt marshes: carbon storage solutions for future? @ConservationOrg talks blue carbon 11:30a ... I am sick to death of politics as usual - how about you?  http://www.rollcall.com/news/-201012-1.html?ET=rollcall:e9341:80059625a:&st=email RT @UtneReader: Conscientious carnivores may be moved by a new video from inside a turkey plant: http://bit.ly/i0lEao RT @DaveZinczenko: FREE IPAD! Follow me here--and retweet this to your friends--for a chance to win an iPad in time for Xmas! RT @action4ifaw: The Japan Times: ""Pro Whaling Summit Kicks Off"", then promptly falls on its rump as some countries are no show! http:// ... RT @NRDC: Battling the aftermath of the BP #OilSpill: A couple fights to make a living on the Louisiana Bayou.http://bit.ly/f79nto RT @tvdfansonline: I LOVE paying it forward! Did that today! :) RT @CAccolaWeb: Today is apparently Pay It Forward Day! How will you pay ... RT @DeepakChopra: Today every word I utter will be chosen consciously. I will refrain from complaints, condemnation, and criticism. RT @Appetite4Profit: Need more than 140, obesity is too narrow framing, keeps emphasis on personal, not political, is hurtful to some. F ... RT @TreeHugger: If you're looking for more green gift ideas, the @NRDC has a gift guide: http://nrdcgreengifts.org RT @vampirediaries: Craving TVD? Tide your hunger over with some juicy details from @julieplec: http://ow.ly/3h3Pq RT @michele_norris: Great convo 2day w/ Julie Kredens on WFPL's State Of Affairs in Louisville.  Look forward to library event http://mi ... RT @wendellpotter: MT @dpakman: Our interview w/ Wendell Potter is getting incredible feedback. Will air tomorrow but you can see it now ...","['http://p2.to/14u2', 'http://www.rollcall.com/news/-201012-1.html?ET=rollcall:e9341:80059625a:&st=email', 'http://bit.ly/i0lEao', 'http://bit.ly/f79nto', 'http://nrdcgreengifts.org', 'http://ow.ly/3h3Pq', 'http://mi']","['food', 'safety', 'suddenly', 'trouble', 'httpptou', 'mangroves', 'sea', 'grass', 'salt', 'marshes', 'carbon', 'storage', 'solutions', 'future', 'talks', 'blue', 'carbon', 'sick', 'death', 'politics', 'usual', 'carnivores', 'moved', 'video', 'inside', 'turkey', 'plant', 'free', 'ipad', 'follow', 'hereand', 'retweet', 'friendsfor', 'chance', 'win', 'ipad', 'time', 'xmas', 'japan', 'times', 'pro', 'whaling', 'summit', 'kicks', 'falls', 'rump', 'countries', 'battling', 'aftermath', 'oilspill', 'couple', 'fights', 'living', 'louisiana', 'love', 'paying', 'forward', 'today', 'today', 'pay', 'forward', 'day', 'pay', 'today', 'word', 'utter', 'chosen', 'refrain', 'complaints', 'criticism', 'obesity', 'narrow', 'framing', 'emphasis', 'personal', 'political', 'hurtful', 'green', 'gift', 'ideas', 'gift', 'guide', 'craving', 'tvd', 'tide', 'hunger', 'juicy', 'details', 'great', 'convo', 'day', 'julie', 'kredens', 'wfpls', 'state', 'affairs', 'louisville', 'forward', 'library', 'event', 'httpmi', 'interview', 'wendell', 'potter', 'incredible', 'feedback', 'air', 'tomorrow']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.922, 0.0, 0.0, 0.0, 0.075, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3170,162094948,1,"RT @NWF: Locating wind projects further offshore appears to reduce harm to wildlife. More research needed though: http://bit.ly/f8cZY5 RT @Care2: #Bloomberg Shaking up #Soda Pop with #Politics http://ht.ly/3irEy via @Care2Causes RT @TheEcoist: Green Roofs Are Starting to Sprout in American Cities: Report (YaleE360) http://ht.ly/3iLko RT @myEARTH360: DEC fan round-up eco-surprize drawing... find out how to enter http://facebook.com/myEARTH360 #FB #eco RT @NRDC: Battling it out - for Generation Extinction? An unlikely warrior, fighting an unlikely war. http://bit.ly/gVFFKP","['http://bit.ly/f8cZY5', 'http://ht.ly/3irEy', 'http://ht.ly/3iLko', 'http://facebook.com/myEARTH360', 'http://bit.ly/gVFFKP']","['locating', 'wind', 'projects', 'offshore', 'appears', 'reduce', 'harm', 'wildlife', 'needed', 'bloomberg', 'shaking', 'soda', 'pop', 'politics', 'green', 'roofs', 'starting', 'sprout', 'american', 'cities', 'report', 'yalee', 'dec', 'fan', 'roundup', 'drawing', 'enter', 'eco', 'battling', 'generation', 'extinction', 'warrior', 'fighting', 'war']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.872, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.117, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3171,162094948,2,RT @NRDC: India's Climate News from @NRDC: http://bit.ly/fR4Dng RT @HelpRecycle_com: A refrigerator built 20 years ago uses 70% more energy than today's energy-efficient models. RT @VampDiariesCast: #tvd Doppleganger is alive and ready to surrender – Recap http://dlvr.it/9fsLg #vampirediaries,"['http://bit.ly/fR4Dng', 'http://dlvr.it/9fsLg']","['indias', 'climate', 'news', 'built', 'years', 'ago', 'energy', 'todays', 'models', 'tvd', 'alive', 'ready', 'surrender', 'recap']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.973, 0.0]"
3250,173320942,0,RT @ObamaInTheNews: Orlando (FL) - WESH:  Uncut: Obama On GOP 'Slurpee Summit' . More #Obama #news - http://tinyurl.com/ltvgvk,['http://tinyurl.com/ltvgvk'],"['orlando', 'wesh', 'uncut', 'obama', 'gop', 'slurpee', 'summit', 'obama', 'news']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.959, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3251,173320942,1,"RT @burda_news: FOCUS bringt „Die Welt 2011“ an den Kiosk | Burda News http://t.co/5HsRWKG Deutscher #Finanzminister #Schäuble in #Paris: ""Einen #Stillstand kann sich #Europa nicht leisten #BMF #EU http://t.co/QI5sy4F RT @EchosMarkets: #Crise de l'euro : la dernière ligne de défense passe par Francfort et Berlin. http://bit.ly/dW6slC [Les Echos] #EUR # ... Bürgerbeteiligung: Nach Stuttgart 21 müssen wir neue Fantasie entwickeln - Meinung - Gastbeiträge - Handelsblatt.com: http://bit.ly/gLKwKU #Siemens freut auch 2012 über Zuwächse #Deutschland / Welt Wirtschaft Welt http://t.co/rLvcjUK via @AddThis RT @GeertNoels: As long as Frankfurt remains in Germany, the ECB will be reluctant to print money #QE #euro #Trichet RT @ilovetarget: RT @Redendatenbank -Karl Helmut E. #Zermin: Is #BankOfAmerica #WikiLeaks’ Next #Target? - Andy ... http://t.co/a... htt ... RT @pp_touristik: TUI AG: EANS-Gesamtstimmrechte: TUI AG / Korrektur: Veröffentlichung der Gesamtzahl der
Stimmrechte gemäß § 26a.. http ...","['http://t.co/5HsRWKG', 'http://t.co/QI5sy4F', 'http://bit.ly/dW6slC', 'http://bit.ly/gLKwKU', 'http://t.co/rLvcjUK', 'http://t.co/a...']","['focus', 'bringt', 'die', 'welt', 'den', 'kiosk', 'burda', 'news', 'deutscher', 'schuble', 'paris', 'einen', 'stillstand', 'kann', 'sich', 'europa', 'nicht', 'leisten', 'bmf', 'crise', 'leuro', 'dernire', 'ligne', 'dfense', 'passe', 'francfort', 'berlin', 'echos', 'eur', 'nach', 'stuttgart', 'mssen', 'wir', 'neue', 'fantasie', 'entwickeln', 'meinung', 'siemens', 'freut', 'auch', 'ber', 'zuwchse', 'welt', 'wirtschaft', 'welt', 'long', 'frankfurt', 'remains', 'germany', 'ecb', 'reluctant', 'print', 'money', 'euro', 'trichet', 'karl', 'helmut', 'zermin', 'wikileaks', 'target', 'andy', 'httptcoa', 'htt', 'tui', 'tui', 'korrektur', 'der', 'gesamtzahl', 'der', 'gem']","[0.994, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3252,173320942,2,"Dirk #Niebel in #morgenmagazin from #ZDF: #Wikileaks - Enthüllungen ""unspektakulär"" - morgenmagazin - #ZDFmediathek http://bit.ly/hhriZU RT @sf_tv: Zwei Jahre in den Händen Gaddafis: Über zwei Jahre dauerte die diplomatische Krise zwischen der Schweiz und Libye... http://b ... Veja este vídeo Maybrit Illner -- Helmut Metzner ""Kein Spion der aus der Kälte kam"" http://t.co/b4GKkW5 via @youtube ""Olympische Spiele in Deutschland würden viele Impulse geben"",http://www.cdu.de/portal2009/26423_32001.htm","['http://bit.ly/hhriZU', 'http://b', 'http://t.co/b4GKkW5', 'http://www.cdu.de/portal2009/26423_32001.htm']","['dirk', 'niebel', 'zdf', 'wikileaks', 'zwei', 'jahre', 'den', 'hnden', 'gaddafis', 'ber', 'zwei', 'jahre', 'dauerte', 'die', 'krise', 'zwischen', 'der', 'schweiz', 'und', 'libye', 'httpb', 'veja', 'este', 'vdeo', 'maybrit', 'illner', 'helmut', 'metzner', 'kein', 'spion', 'der', 'aus', 'der', 'klte', 'kam', 'olympische', 'spiele', 'wrden', 'viele', 'impulse']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.99, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3254,173949017,0,"I deleted all but 1 song frm Kanye's album,""So Apalled"", I kept 3 off Nicki's. #tryagain#ipodmaintenance @bitchimbee im nice;you?.loving the lips&lipstck! :) @GottaLuvLexci_@kngCharllzzz & a purple bag of Skittles."""" #wenottogether because of you.(don't worry)i'll cover you. @Simply2Prettie So I wrote in my diary..{..can I hav a page? ""@abbiecox: Impact God and you will impact men. - Misty Edwards. So, how does one impact God?"" @CallMeRARE you'reWelcm",[],"['deleted', 'song', 'frm', 'kanyes', 'albumso', 'apalled', 'nickis', 'purple', 'bag', 'skittles', 'youdont', 'worryill', 'cover', 'wrote', 'diarycan', 'hav', 'impact', 'god', 'impact', 'men', 'misty', 'edwards', 'impact', 'god', 'yourewelcm']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3255,173949017,1,"16..other sheep I have,..not of this fold :I must bring,they shall hear my voice;there shall be one fold\one shepherd.  #kjv RT @BIGGATHREAT: @DAMEGREASE OK OK IM UP IM UP!!!!!!! @305MsBonifide its confusing though interesting.i thnk I wanna convo with u a lot.ur of my choicest in my TL, ""@_mayralovee: Y el amor vive en el alma ."" @XXOgracie thanks,its tight.how are you? (geeze ur sexy (O""O. RT @OnlyiPodFans: Updated: Engraved iPod Shuffle 1GB http://bit.ly/fannnz",['http://bit.ly/fannnz'],"['sheep', 'havenot', 'fold', 'bringthey', 'hear', 'voicethere', 'foldone', 'shepherd', 'kjv', 'confusing', 'thnk', 'wan', 'convo', 'lotur', 'choicest', 'amor', 'vive', 'alma', 'thanksits', 'tighthow', 'geeze', 'sexy', 'updated', 'engraved', 'ipod', 'shuffle']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.985, 0.0, 0.0, 0.0]"
3256,173949017,2,@Mzdeelishusz just cause u black don't mean stop taking baths ya know what I mean? RT @Sexstrology: Libra is considered very attractive by many but their fine taste makes them picky GoodMornn@de1969,[],"['black', 'dont', 'baths', 'libra', 'considered', 'attractive', 'fine', 'taste', 'picky', 'goodmornn']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3268,176051496,0,"RT @ProjectPayday1: I+will+give+60+likes,+20+comments,+and+50+subscribers+for+$5.+http://fiverr.com/160718 RT @paramore: HAYLEY AT THE GRAMMY NOMINATIONS CONCERT http://goo.gl/fb/iFdXS #paramore Be at war with your vices, at peace with your neighbors, and let every new year find you a better man-BenFranklin http://bit.ly/dashcash RT @Jewelrybyluetan: I just joined oneforty Answers  - http://qhu.bs/a6WJV3 RT @DrSteveJohnston: Pewter Cast Amulet Design Pendants http://www.ravenscalling.net/Wholesale.html","['http://fiverr.com/160718', 'http://goo.gl/fb/iFdXS', 'http://bit.ly/dashcash', 'http://qhu.bs/a6WJV3', 'http://www.ravenscalling.net/Wholesale.html']","['hayley', 'grammy', 'concert', 'paramore', 'war', 'vices', 'peace', 'neighbors', 'year', 'joined', 'oneforty', 'answers', 'pewter', 'cast', 'amulet', 'design', 'pendants']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.978, 0.0, 0.0, 0.0]"
3269,176051496,1,RT @michellemalkin: On @seanhannity show/FNC at 9:30pm to talk about Obamacare/abandoned SEIU kiddies. Make money on the internet consistently with #$150Fast  http://bit.ly/dashcash Tour this site and make some money #$150Fast http://bit.ly/dashcash Initial unemployment claims tick back up: The number of Americans filing for their first week of unemployment be... http://bit.ly/gOb5yK DealBook: Pepsi to Buy Russian Drinkmaker: PepsiCo agrees to buy a two-thirds stake in dairy and juice maker Wi... http://nyti.ms/dTmeuU,"['http://bit.ly/dashcash', 'http://bit.ly/dashcash', 'http://bit.ly/gOb5yK', 'http://nyti.ms/dTmeuU']","['showfnc', 'talk', 'seiu', 'kiddies', 'money', 'internet', 'fast', 'tour', 'site', 'money', 'fast', 'initial', 'claims', 'tick', 'number', 'americans', 'filing', 'week', 'dealbook', 'pepsi', 'buy', 'russian', 'drinkmaker', 'pepsico', 'agrees', 'buy', 'twothirds', 'stake', 'dairy', 'juice', 'maker']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.988, 0.0]"
3270,176051496,2,"RT @drpepper: It’s that time again. Share your Pepper Family photos. #drpepper http://pub.vitrue.com/6GO RT @RickWarren: Reading more is simple:Turn off the TV! There's little on it that will matter a wk from now,much less 10yrs or for eternity RT @sarseh: oh sexy indy in fuschia and friend  http://plixi.com/p/60655519 RT @RevRunWisdom: Stop being afraid::: let life happen 2 u,, life is always in the right:: ALWAYS... via - @heavyd RT @Erikadlv: Otra manera para colaborar con los que hoy no duermen en sus casas:  Envía UNIDOS al 414DAR (414327) para donar 2 Bsf.+bás ...","['http://pub.vitrue.com/6GO', 'http://plixi.com/p/60655519']","['time', 'share', 'pepper', 'family', 'photos', 'drpepper', 'reading', 'simpleturn', 'matter', 'nowmuch', 'yrs', 'eternity', 'sexy', 'indy', 'fuschia', 'friend', 'afraid', 'life', 'happen', 'life', 'otra', 'manera', 'para', 'colaborar', 'hoy', 'duermen', 'sus', 'casas', 'enva', 'unidos', 'dar', 'para', 'donar', 'bsfbs']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.989, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3273,176705076,0,"@SariesWick GQ is a bad man....that pic was too dirty for me not to avatar it :D @beammelate thanks honey and good morning @smokeyblue @sematalba you guys are the triplets :) @beammelate yes and you were mocking him...justifiably so. @EvilKahnadian @EvilKahnadian why?!? She's a pretty but empty shell of a woman...and DON'T make a pervy comment about that lol RT @TIME: What will NASA announce Thursday? The mystery spirals | http://su.pr/27OAkt @GenQtrs :D RT @cnnbrk: Illinois Senate OKs civil unions, sends legislation to Gov. Pat Quinn http://on.cnn.com/foGMHN","['http://su.pr/27OAkt', 'http://on.cnn.com/foGMHN']","['bad', 'manthat', 'pic', 'dirty', 'avatar', 'honey', 'good', 'morning', 'guys', 'triplets', 'mocking', 'pretty', 'shell', 'womanand', 'dont', 'pervy', 'comment', 'lol', 'nasa', 'thursday', 'mystery', 'spirals', 'illinois', 'senate', 'oks', 'civil', 'unions', 'sends', 'gov', 'pat', 'quinn']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3274,176705076,1,@AnnieSunshine84 @stubbornscot Oh come on. When you think soccer/football...those 2 countries immediately come to mind. ;),[],"['countries', 'mind']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.838, 0.0, 0.0]"
3275,176705076,2,@SariesWick Hey girl we have team secretariat stuff now in the shop if you're interested :)  http://bit.ly/brUwMN,['http://bit.ly/brUwMN'],"['hey', 'girl', 'team', 'stuff', 'shop', 'interested']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.939, 0.0, 0.0]"
3289,180779733,0,RT @mediauktv: PM's 'constructive' talks with Fifa official fingered by Panorama (The Independent) http://muk.fm/yec #tvnews #medianews RT @BBCNews: Pakistan dismisses Wikileak fears http://bbc.in/iiS76R,"['http://muk.fm/yec', 'http://bbc.in/iiS76R']","['pms', 'talks', 'fifa', 'official', 'fingered', 'panorama', 'tvnews', 'medianews', 'pakistan', 'dismisses', 'wikileak', 'fears']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3290,180779733,1,RT @r4today: What's behind today's door in the advent calendar? http://bbc.in/eUChpN RT @BBCNews: Watch England's World Cup 2018 bid presentation live now on the BBC News Channel and online: http://bbc.in/gdHzYo,"['http://bbc.in/eUChpN', 'http://bbc.in/gdHzYo']","['todays', 'door', 'advent', 'calendar', 'watch', 'englands', 'cup', 'bid', 'live', 'bbc', 'news', 'channel', 'online']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.971, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3291,180779733,2,RT @travelmail: Airports reopen but passengers told to expect severe disruption http://bit.ly/ez4u6P RT @Telegraph: Wheelchair-bound woman in underwear gets hour-long security search http://tgr.ph/floH3E,"['http://bit.ly/ez4u6P', 'http://tgr.ph/floH3E']","['airports', 'reopen', 'passengers', 'told', 'expect', 'severe', 'disruption', 'woman', 'underwear', 'hourlong', 'security', 'search']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
3295,181107657,0,"RT @mo_fix_it: Acquired immune deficiency syndrome.......... #worldAidsDay @Juicycious yu welcm RT @FIFAcom: The Bidders’ Presentations for the 2022 FIFA World Cup™ are now streaming LIVE on FIFA.com - http://d3w.io/hMNlhg Buh yu must read b4 yu get knowledge RT""@lm_kabeer: Book no be by force"" @lm_kabeer wetin yu go read apart 4rm book? @hyemandkb datz 9ice yu gonna hav a cool wthr 2nyt",['http://d3w.io/hMNlhg'],"['acquired', 'immune', 'deficiency', 'syndrome', 'welcm', 'bidders', 'fifa', 'cup', 'streaming', 'live', 'fifacom', 'buh', 'read', 'knowledge', 'book', 'force', 'wetin', 'read', 'book', 'datz', 'ice', 'gon', 'hav', 'cool', 'wthr', 'nyt']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
