,UserId,FinalInterests
223,14780915,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3833964765071869, 0.0633048340678215, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07418814301490784, 0.10041005909442902, 0.0, 0.054215069860219955, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
224,14787713,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.1526835709810257, 0.05825068801641464, 0.0, 0.0, 0.08129633963108063, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09180932492017746, 0.0, 0.051591865718364716, 0.0, 0.0, 0.0, 0.37016186118125916, 0.0, 0.0, 0.09175252914428711, 0.0, 0.0]"
225,14800270,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.38303446769714355, 0.0, 0.0, 0.0, 0.0994921401143074, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08928739279508591, 0.0, 0.09734151512384415, 0.0, 0.0, 0.0, 0.11937493085861206, 0.0, 0.0, 0.0, 0.0, 0.0]"
226,14812346,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3051983416080475, 0.053558092564344406, 0.0, 0.0, 0.1464412659406662, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19188770651817322, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06476274132728577, 0.0, 0.0]"
227,14813320,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5383058786392212, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05989309400320053, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0726521909236908, 0.0, 0.0]"
228,14834340,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.16286399960517883, 0.0, 0.0, 0.0, 0.15238063037395477, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06819424778223038, 0.2515623867511749, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09794490039348602, 0.0, 0.0, 0.06878073513507843, 0.0, 0.0]"
229,14836219,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.36960369348526, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07870953530073166, 0.0, 0.0, 0.1678079515695572, 0.0, 0.0, 0.0, 0.05608722195029259, 0.0, 0.0, 0.12140455842018127, 0.0, 0.0]"
230,14853523,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.47137412428855896, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058457616716623306, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08299264311790466, 0.0, 0.0, 0.05109325051307678, 0.0, 0.0, 0.1177215576171875, 0.0, 0.0, 0.0, 0.0, 0.0]"
231,14855994,"[0.0, 0.05307140573859215, 0.0, 0.0, 0.0, 0.20232605934143066, 0.0, 0.0, 0.07239417731761932, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05449371412396431, 0.09976278990507126, 0.0, 0.050497349351644516, 0.0, 0.0, 0.0, 0.18918384611606598, 0.0, 0.0, 0.11653269082307816, 0.0, 0.0]"
232,14934818,"[0.0, 0.06665154546499252, 0.0, 0.0, 0.0, 0.4996374249458313, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07074887305498123, 0.09385708719491959, 0.0, 0.05098433792591095, 0.0, 0.0, 0.0, 0.06002219393849373, 0.0, 0.0, 0.0, 0.0, 0.0]"
233,14983173,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4424252212047577, 0.0, 0.0, 0.0, 0.05632253363728523, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09599631279706955, 0.05216284841299057, 0.0, 0.06964495778083801, 0.0, 0.0, 0.0, 0.06226327642798424, 0.05992266908288002, 0.0, 0.0, 0.0, 0.0, 0.0]"
234,15002660,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.27865850925445557, 0.08531644940376282, 0.0, 0.0, 0.05952885374426842, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16999861598014832, 0.0, 0.06377854943275452, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11044815182685852, 0.0, 0.0]"
235,15012486,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.17835760116577148, 0.17984062433242798, 0.0, 0.0, 0.2523321807384491, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1930314600467682, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08477325737476349, 0.0, 0.0, 0.0, 0.0, 0.0]"
236,15039436,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.47849956154823303, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11722743511199951, 0.08279132843017578, 0.0, 0.05958428233861923, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
237,15057155,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.30581438541412354, 0.08477484434843063, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05651474744081497, 0.14773039519786835, 0.0, 0.05309765413403511, 0.0, 0.0, 0.0, 0.07086890935897827, 0.0, 0.0, 0.07203681021928787, 0.0, 0.0]"
238,15066760,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4440176784992218, 0.0, 0.0, 0.0, 0.07324092090129852, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12356096506118774, 0.0, 0.0, 0.0, 0.07155518233776093, 0.0, 0.0, 0.05313998460769653, 0.0, 0.0]"
239,15108702,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.16672703623771667, 0.0, 0.0, 0.0, 0.07089272141456604, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06930287182331085, 0.3690261244773865, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1461367905139923, 0.0, 0.0, 0.0, 0.0, 0.0]"
240,15110357,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.20016661286354065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05327804386615753, 0.07741324603557587, 0.0, 0.0, 0.0, 0.0, 0.0, 0.34912049770355225, 0.0, 0.0, 0.05606503039598465, 0.0, 0.0]"
241,15110431,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.40811416506767273, 0.07273435592651367, 0.0, 0.0, 0.06534519791603088, 0.0, 0.0, 0.0, 0.05168396979570389, 0.0, 0.0, 0.0, 0.0, 0.056006744503974915, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10920661687850952, 0.0, 0.0, 0.0, 0.0, 0.0]"
242,15152296,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3711078464984894, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1714756041765213, 0.0, 0.0, 0.0, 0.0, 0.067951500415802, 0.0, 0.09637408703565598, 0.0, 0.0]"
243,15164565,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.34164300560951233, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08137790858745575, 0.13558948040008545, 0.0, 0.05692245811223984, 0.0, 0.0, 0.0, 0.0896615982055664, 0.0, 0.0, 0.10954780131578445, 0.0, 0.0]"
244,15182798,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.29015958309173584, 0.0, 0.0, 0.0, 0.09373237937688828, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05294119194149971, 0.20403462648391724, 0.0, 0.06567525118589401, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0874655693769455, 0.0, 0.0]"
245,15224867,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3315379321575165, 0.06999034434556961, 0.0, 0.0, 0.08289089053869247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13764220476150513, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0596148855984211, 0.0, 0.0, 0.07663626968860626, 0.0, 0.0]"
246,15256077,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2842520773410797, 0.16761216521263123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10275362432003021, 0.0, 0.09447415918111801, 0.0, 0.0, 0.0, 0.10477876663208008, 0.0, 0.0, 0.05832546949386597, 0.0, 0.0]"
247,15270559,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3341396450996399, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.21697336435317993, 0.08105669170618057, 0.0, 0.0, 0.11028654873371124, 0.0, 0.0, 0.07301550358533859, 0.0, 0.0, 0.0, 0.17324696481227875, 0.0, 0.0]"
248,15279465,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4729520082473755, 0.0, 0.0, 0.0, 0.07372011989355087, 0.1331823766231537, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08108330518007278, 0.0, 0.09937670081853867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
249,15296897,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.22005623579025269, 0.0, 0.0, 0.0, 0.07287085056304932, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05123201012611389, 0.0, 0.060764797031879425, 0.0, 0.0, 0.0, 0.3471824824810028, 0.0, 0.0, 0.0, 0.0, 0.0]"
250,15301575,"[0.0, 0.08135677129030228, 0.0, 0.0, 0.0, 0.10019621253013611, 0.0, 0.0, 0.44090643525123596, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07121215760707855, 0.0, 0.0, 0.1761481910943985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10498695075511932, 0.0, 0.0]"
251,15307151,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3389569818973541, 0.0, 0.0, 0.0, 0.06724721938371658, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22476579248905182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09128233790397644, 0.0, 0.0, 0.11085005104541779, 0.0, 0.0]"
252,15335534,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3141378164291382, 0.06577174365520477, 0.0, 0.0, 0.0771317407488823, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06277115643024445, 0.18339616060256958, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07260290533304214, 0.0, 0.0]"
253,15368940,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.369867205619812, 0.08396509289741516, 0.0, 0.0, 0.06300213187932968, 0.0, 0.0, 0.0, 0.06002593785524368, 0.0, 0.0, 0.0, 0.0, 0.09283795952796936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05948566272854805, 0.0, 0.0, 0.0, 0.0, 0.0]"
254,15416541,"[0.0, 0.0, 0.0, 0.0, 0.05564047396183014, 0.35350796580314636, 0.0, 0.0, 0.0, 0.13041812181472778, 0.10313688963651657, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16830547153949738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08034560084342957, 0.0, 0.0910402238368988]"
255,15433092,"[0.0, 0.051465194672346115, 0.0, 0.0, 0.0, 0.44168820977211, 0.05667857453227043, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07434207946062088, 0.0, 0.0, 0.0, 0.0, 0.11376208066940308, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13265742361545563, 0.0, 0.0]"
256,15438913,"[0.060817062854766846, 0.0, 0.0, 0.0, 0.0, 0.19983208179473877, 0.0, 0.0, 0.0, 0.1813463717699051, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16261357069015503, 0.0, 0.13847032189369202, 0.0, 0.0, 0.0, 0.08110646903514862, 0.0, 0.0, 0.10258425772190094, 0.0, 0.0]"
257,15448383,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.16026043891906738, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07956897467374802, 0.0, 0.08749760687351227, 0.26205673813819885, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18880783021450043, 0.0, 0.0, 0.0, 0.0, 0.0]"
258,15450996,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5368492007255554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08450773358345032, 0.0, 0.05245589464902878, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
259,15458694,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.18992045521736145, 0.24452921748161316, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06430013477802277, 0.10307128727436066, 0.0, 0.0, 0.0, 0.08207044005393982, 0.10549314320087433, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05975610390305519, 0.0, 0.0, 0.0, 0.0, 0.0]"
260,15485441,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.40877848863601685, 0.0, 0.0, 0.0, 0.05190693587064743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08609656244516373, 0.0, 0.05719967558979988, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06688648462295532, 0.0, 0.0]"
261,15528561,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.1826600730419159, 0.0, 0.0, 0.1688620150089264, 0.0644911527633667, 0.0, 0.0, 0.06983683258295059, 0.0, 0.0, 0.0, 0.056029073894023895, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22440336644649506]"
262,15589307,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2973424196243286, 0.0, 0.0, 0.0, 0.07397275418043137, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1966927945613861, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08647963404655457, 0.0, 0.0, 0.09581957012414932, 0.0, 0.0]"
263,15611971,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2982243299484253, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05577830970287323, 0.14785148203372955, 0.0, 0.07350985705852509, 0.0, 0.0, 0.0, 0.09458011388778687, 0.0, 0.0, 0.11702016741037369, 0.0, 0.0]"
264,15617333,"[0.0, 0.24514052271842957, 0.0, 0.0, 0.0, 0.3064461648464203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09320436418056488, 0.0, 0.0, 0.1420082300901413, 0.0, 0.0, 0.0, 0.05699858441948891, 0.0, 0.0, 0.07701411843299866, 0.0, 0.0]"
265,15648827,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.22261741757392883, 0.0, 0.09192490577697754, 0.11838803440332413, 0.07059351354837418, 0.1217832863330841, 0.0, 0.0, 0.0, 0.0781751349568367, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07749845087528229, 0.0879170149564743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33087751269340515]"
266,15650816,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3880595564842224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12546581029891968, 0.0, 0.10269753634929657, 0.0, 0.0, 0.0, 0.07006153464317322, 0.0, 0.0, 0.08946514129638672, 0.0, 0.0]"
267,15650882,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.21831953525543213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06531722098588943, 0.0, 0.0, 0.0, 0.0, 0.06547850370407104, 0.2577211260795593, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05410232022404671, 0.0, 0.0, 0.0, 0.0, 0.05352645367383957]"
268,15651634,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.38122040033340454, 0.1779470145702362, 0.0, 0.0, 0.07495591789484024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09717632085084915, 0.0, 0.051630862057209015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
269,15664281,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3574918210506439, 0.0, 0.0, 0.2328920215368271, 0.0, 0.0, 0.0, 0.08679251372814178, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
270,15673958,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.1038946583867073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3117049038410187, 0.0, 0.0, 0.0, 0.09242355078458786, 0.0, 0.11687219887971878, 0.14486268162727356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07589922845363617, 0.0, 0.0, 0.0, 0.0]"
271,15675138,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2536444067955017, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05320173129439354, 0.33022695779800415, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07303433120250702, 0.0, 0.0, 0.051056597381830215, 0.0, 0.0, 0.05814351141452789, 0.0, 0.0]"
272,15704208,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3463040590286255, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1290941834449768, 0.0, 0.0645703673362732, 0.0, 0.0, 0.0, 0.061692897230386734, 0.0, 0.0, 0.13565900921821594, 0.0, 0.0]"
273,15716039,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2858057916164398, 0.0, 0.0, 0.0, 0.05455147475004196, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0711977556347847, 0.13479681313037872, 0.0, 0.09700775891542435, 0.0, 0.0, 0.0, 0.08297672867774963, 0.0, 0.0, 0.0, 0.0, 0.0]"
274,15728161,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.19389021396636963, 0.0, 0.0, 0.0, 0.10302595794200897, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09347396343946457, 0.2575891315937042, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06709803640842438, 0.0, 0.0]"
275,15736190,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5106236338615417, 0.0, 0.0, 0.0, 0.07288457453250885, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058215126395225525, 0.0, 0.10190536826848984, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07891713082790375, 0.0, 0.0]"
276,15739966,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.44047343730926514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05738995596766472, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12882474064826965, 0.0, 0.08468784391880035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07129766047000885, 0.0, 0.0]"
277,15754281,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.20625251531600952, 0.098812997341156, 0.0, 0.0, 0.1073555052280426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1712147444486618, 0.0, 0.05654669180512428, 0.0, 0.0, 0.0, 0.11149543523788452, 0.0, 0.0, 0.06886636465787888, 0.0, 0.0]"
278,15764644,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5196366906166077, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06797293573617935, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052804864943027496, 0.0, 0.0]"
279,15773072,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.32912859320640564, 0.0, 0.0, 0.0, 0.08803661167621613, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1695682853460312, 0.0, 0.0, 0.0, 0.0, 0.05035354942083359, 0.0, 0.0, 0.0, 0.06553538143634796, 0.0, 0.0]"
280,15790423,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.486987441778183, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057259365916252136, 0.0, 0.0, 0.0, 0.0, 0.062357641756534576, 0.1266549974679947, 0.0, 0.055369783192873, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
281,15808647,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.34334561228752136, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05868601053953171, 0.11699441820383072, 0.0, 0.0894470140337944, 0.0, 0.0, 0.0, 0.06962686777114868, 0.0, 0.0, 0.07035133987665176, 0.0, 0.0]"
282,15808765,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.3983161151409149, 0.0, 0.0, 0.0, 0.07028664648532867, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06789881736040115, 0.12168928235769272, 0.0, 0.07498868554830551, 0.0, 0.0, 0.0, 0.0680638998746872, 0.0, 0.0, 0.0, 0.0, 0.0]"
283,15846407,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.49386703968048096, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05429241806268692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08784450590610504, 0.0, 0.0, 0.10374503582715988, 0.06871510297060013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05023165047168732, 0.0, 0.0]"
284,15859039,"[0.0, 0.06231888383626938, 0.0, 0.0, 0.0, 0.33218449354171753, 0.09728409349918365, 0.0, 0.0, 0.059497248381376266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05199774354696274, 0.10067283362150192, 0.0, 0.05677168443799019, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06433439254760742, 0.0, 0.0]"
285,15861220,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2780129313468933, 0.05361224338412285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09755083918571472, 0.1979525089263916, 0.0, 0.08467242866754532, 0.0, 0.0, 0.0, 0.07124078273773193, 0.0, 0.0, 0.0, 0.0, 0.0]"
286,15862891,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.518267035484314, 0.0, 0.0, 0.0, 0.0, 0.08055820316076279, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06813275814056396, 0.0, 0.0, 0.0, 0.062373798340559006, 0.0, 0.0, 0.08570833504199982, 0.0, 0.0]"
287,15872418,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.2305544912815094, 0.0, 0.0, 0.0, 0.11656023561954498, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.274368554353714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08989819884300232, 0.0, 0.0, 0.10769166797399521, 0.0, 0.0]"
288,15907432,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.29297077655792236, 0.053959887474775314, 0.0, 0.0, 0.06556516885757446, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10128456354141235, 0.1426893174648285, 0.0, 0.057724807411432266, 0.0, 0.0, 0.0, 0.13900288939476013, 0.0, 0.0, 0.0, 0.0, 0.0]"
289,15918708,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.39126327633857727, 0.0, 0.0, 0.0, 0.05087210610508919, 0.0, 0.0, 0.07939102500677109, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11493054777383804, 0.0, 0.054211948066949844, 0.0, 0.0, 0.0, 0.06434471905231476, 0.0, 0.0, 0.0, 0.0, 0.0]"
290,15929531,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.6190961003303528, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06580132246017456, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06187324970960617, 0.0, 0.0]"
291,15930883,"[0.0, 0.0, 0.0, 0.0, 0.39502274990081787, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06286453455686569, 0.08190134167671204, 0.0, 0.0, 0.05773620307445526, 0.0, 0.0, 0.0, 0.0, 0.11609292030334473, 0.0, 0.12089940905570984, 0.0, 0.3372344374656677]"
292,15935591,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.16198813915252686, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06700406968593597, 0.0, 0.0, 0.25272390246391296, 0.0, 0.0, 0.0, 0.356377512216568, 0.0, 0.0, 0.0, 0.0, 0.0]"
293,15947185,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4229595363140106, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06065038591623306, 0.12783972918987274, 0.0, 0.08810057491064072, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07672175765037537, 0.0, 0.0]"
294,15947602,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.4541638195514679, 0.0, 0.0, 0.0, 0.054626692086458206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.060755111277103424, 0.0, 0.0, 0.06818882375955582, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
295,15976697,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.27760568261146545, 0.25748732686042786, 0.0, 0.0, 0.05510282516479492, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07362085580825806, 0.09541632980108261, 0.0, 0.05193685367703438, 0.0, 0.0, 0.0, 0.05899599567055702, 0.0, 0.0, 0.0, 0.0, 0.0]"
296,15977226,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.44814956188201904, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09709695726633072, 0.0, 0.07339316606521606, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07022883743047714, 0.0, 0.0]"
