"Id";"TweetId";"Text";"StartIndex";"EndIndex";"EntityTypeCode";"Url";"ExpandedUrl";"DisplayUrl";"Name";"ScreenName";"UserOrMediaId";"MediaUrl";"MediaUrlHttps";"MediaType";"MediaSize"
51;3079112105136128;"http://bbc.in/bXgKAU";46;66;2;"http://bbc.in/bXgKAU";"http://www.bbc.co.uk/news/world-africa-11743807?utm_source=twitterfeed&utm_medium=twitter";"http://bbc.in/bXgKAU";"";"";0;"";"";"";""
52;3079112105136128;"BBCWorld";3;12;3;"";"";"";"BBC Global News";"BBCWorld";742143;"";"";"";""
53;3053483540353024;"http://bbc.in/bh4XuW";34;54;2;"http://bbc.in/bh4XuW";"http://www.bbc.co.uk/news/world-latin-america-11743629?utm_source=twitterfeed&utm_medium=twitter";"http://bbc.in/bh4XuW";"";"";0;"";"";"";""
54;3079118698586113;"http://bbc.in/bh4XuW";48;68;2;"http://bbc.in/bh4XuW";"http://www.bbc.co.uk/news/world-latin-america-11743629?utm_source=twitterfeed&utm_medium=twitter";"http://bbc.in/bh4XuW";"";"";0;"";"";"";""
55;3079118698586113;"BBCWorld";3;12;3;"";"";"";"BBC Global News";"BBCWorld";742143;"";"";"";""
56;3045381197791232;"http://nyti.ms/9Sndzv";36;57;2;"http://nyti.ms/9Sndzv";"http://www.nytimes.com/aponline/2010/11/12/world/asia/AP-AS-Myanmar-Election.html?src=twt&twt=nytimes";"http://nyti.ms/9Sndzv";"";"";0;"";"";"";""
57;3079181051105280;"http://nyti.ms/9Sndzv";49;70;2;"http://nyti.ms/9Sndzv";"http://www.nytimes.com/aponline/2010/11/12/world/asia/AP-AS-Myanmar-Election.html?src=twt&twt=nytimes";"http://nyti.ms/9Sndzv";"";"";0;"";"";"";""
58;3079181051105280;"nytimes";3;11;3;"";"";"";"The New York Times";"nytimes";807095;"";"";"";""
59;3040515469611008;"http://bbc.in/9ccnMN";107;127;2;"http://bbc.in/9ccnMN";"http://www.bbc.co.uk/radio2/shows/in-concert/manic-street-preachers/";"http://bbc.in/9ccnMN";"";"";0;"";"";"";""
60;3040515469611008;"BBC_Radio_2";3;15;3;"";"";"";"BBC Radio 2";"BBC_Radio_2";798277;"";"";"";""
61;3079235040186368;"BBC6MusicNews";3;17;3;"";"";"";"BBC 6 Music News";"BBC6MusicNews";21201280;"";"";"";""
62;3079235040186368;"BBC_Radio_2";22;34;3;"";"";"";"BBC Radio 2";"BBC_Radio_2";798277;"";"";"";""
63;3037367384416257;"http://nyti.ms/bWzb7v";36;57;2;"http://nyti.ms/bWzb7v";"http://www.nytimes.com/2010/11/13/world/middleeast/13sharon.html?src=twt&twt=nytimes";"http://nyti.ms/bWzb7v";"";"";0;"";"";"";""
64;3079253864222720;"http://nyti.ms/bWzb7v";49;70;2;"http://nyti.ms/bWzb7v";"http://www.nytimes.com/2010/11/13/world/middleeast/13sharon.html?src=twt&twt=nytimes";"http://nyti.ms/bWzb7v";"";"";0;"";"";"";""
65;3079253864222720;"nytimes";3;11;3;"";"";"";"The New York Times";"nytimes";807095;"";"";"";""
66;3078069451489280;"http://bbc.in/95fv9t";32;52;2;"http://bbc.in/95fv9t";"http://www.bbc.co.uk/news/business-11743229?utm_source=twitterfeed&utm_medium=twitter";"http://bbc.in/95fv9t";"";"";0;"";"";"";""
67;3079742093795328;"http://bbc.in/95fv9t";49;69;2;"http://bbc.in/95fv9t";"http://www.bbc.co.uk/news/business-11743229?utm_source=twitterfeed&utm_medium=twitter";"http://bbc.in/95fv9t";"";"";0;"";"";"";""
68;3079742093795328;"BBCBusiness";3;15;3;"";"";"";"BBC Business";"BBCBusiness";621523;"";"";"";""
69;3062846569054208;"http://bbc.in/btJGDf";20;40;2;"http://bbc.in/btJGDf";"http://www.bbc.co.uk/news/technology-11738925?utm_source=twitterfeed&utm_medium=twitter";"http://bbc.in/btJGDf";"";"";0;"";"";"";""
70;3079908834148352;"http://bbc.in/btJGDf";33;53;2;"http://bbc.in/btJGDf";"http://www.bbc.co.uk/news/technology-11738925?utm_source=twitterfeed&utm_medium=twitter";"http://bbc.in/btJGDf";"";"";0;"";"";"";""
71;3079908834148352;"BBCTech";3;11;3;"";"";"";"BBC Technology";"BBCTech";621583;"";"";"";""
72;3076393084649472;"http://bit.ly/9zpYER";24;44;2;"http://bit.ly/9zpYER";"http://www.cnn.com/2010/SHOWBIZ/Movies/11/11/morning.glory.review.ew/index.html?eref=rss_showbiz&utm_source=CNN&utm_medium=feed&utm_campaign=Feed%3A+rss%2Fcnn_showbiz+%28RSS%3A+CNN+-+Entertainment%29";"http://bit.ly/9zpYER";"";"";0;"";"";"";""
