Unnamed: 0,NewsId,UserId,TweetId,ExpandedUrl,ShortUrl,DisplayUrl,SourceUrl,PublicationTime,TopicInterests
67,67,103415179,9835745434927104,http://bit.ly/g0pAyw,http://bit.ly/g0pAyw,http://bit.ly/g0pAyw,http://bit.ly,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.188, 0.0, 0.0, 0.188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.373, 0.188, 0.0, 0.0, 0.0, 0.0, 0.0]"
68,68,103415179,9835746269601792,http://bit.ly/eWsHHR,http://bit.ly/eWsHHR,http://bit.ly/eWsHHR,http://bit.ly,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.188, 0.0, 0.0, 0.188, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.373, 0.188, 0.0, 0.0, 0.0, 0.0, 0.0]"
70,70,61547666,9835799352709121,http://www.worldstarhiphop.com/videos/video.php?v=wshhL1EMW035O24KLIlR,http://t.co/2GD8FnK,worldstarhiphop.com/videos/video.p…,http://www.worldstarhiphop.com,,"[0.0, 0.0, 0.23, 0.0, 0.0, 0.0, 0.458, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
74,74,21478415,9835900720644096,http://is.gd/i1J4f,http://is.gd/i1J4f,http://is.gd/i1J4f,http://is.gd,2010-11-29 11:30:00+00:00,"[0.02, 0.014, 0.0, 0.0, 0.0, 0.034, 0.074, 0.0, 0.0, 0.076, 0.093, 0.046, 0.043, 0.015, 0.034, 0.035, 0.092, 0.051, 0.0, 0.015, 0.0, 0.0, 0.083, 0.032, 0.093, 0.033, 0.031, 0.0, 0.0, 0.061]"
76,76,107171260,9835972455829504,http://j.mp/ez8ARF,http://j.mp/ez8ARF,http://j.mp/ez8ARF,http://j.mp,,"[0.0, 0.137, 0.0, 0.0, 0.175, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16, 0.0, 0.0, 0.0, 0.173, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.176, 0.137, 0.0, 0.0]"
78,78,103415179,9836027149549568,http://engt.co/gYX6Jy,http://engt.co/gYX6Jy,http://engt.co/gYX6Jy,http://engt.co,,"[0.0, 0.0, 0.0, 0.0, 0.031, 0.0, 0.104, 0.0, 0.0, 0.079, 0.0, 0.0, 0.086, 0.03, 0.0, 0.037, 0.077, 0.043, 0.0, 0.0, 0.03, 0.0, 0.046, 0.067, 0.0, 0.085, 0.135, 0.0, 0.056, 0.09]"
79,79,107171260,9836033533288448,http://is.gd/5jB8l,http://is.gd/5jB8l,http://is.gd/5jB8l,http://is.gd,2008-08-25 11:03:25+00:00,"[0.014, 0.017, 0.014, 0.04, 0.038, 0.055, 0.122, 0.0, 0.038, 0.0, 0.041, 0.0, 0.0, 0.0, 0.011, 0.114, 0.115, 0.067, 0.0, 0.0, 0.034, 0.045, 0.059, 0.025, 0.05, 0.031, 0.018, 0.013, 0.018, 0.013]"
80,80,21478415,9836037345906688,http://is.gd/i1J7R,http://is.gd/i1J7R,http://is.gd/i1J7R,http://is.gd,2010-11-29 14:39:00+00:00,"[0.02, 0.012, 0.062, 0.032, 0.103, 0.116, 0.0, 0.0, 0.0, 0.0, 0.033, 0.014, 0.011, 0.0, 0.0, 0.0, 0.148, 0.039, 0.03, 0.027, 0.079, 0.016, 0.044, 0.059, 0.0, 0.0, 0.074, 0.019, 0.02, 0.033]"
84,84,28123638,9836098129760256,http://goo.gl/fb/t6r7w,http://goo.gl/fb/t6r7w,http://goo.gl/fb/t6r7w,http://goo.gl,2018-07-06 15:25:12-06:00,"[0.037, 0.026, 0.022, 0.0, 0.0, 0.127, 0.045, 0.0, 0.013, 0.044, 0.064, 0.0, 0.028, 0.0, 0.023, 0.0, 0.051, 0.113, 0.036, 0.0, 0.0, 0.0, 0.141, 0.043, 0.055, 0.057, 0.025, 0.015, 0.0, 0.0]"
85,85,21478415,9836103678820352,http://is.gd/i1Jal,http://is.gd/i1Jal,http://is.gd/i1Jal,http://is.gd,2010-11-29 14:57:00+00:00,"[0.0, 0.04, 0.022, 0.0, 0.011, 0.02, 0.048, 0.03, 0.0, 0.013, 0.093, 0.013, 0.048, 0.0, 0.061, 0.024, 0.104, 0.089, 0.0, 0.0, 0.011, 0.0, 0.076, 0.0, 0.126, 0.0, 0.148, 0.021, 0.0, 0.0]"
87,87,189689466,9836172549292032,http://n.itsdannyg.com/9817,http://n.itsdannyg.com/9817,http://n.itsdannyg.com/9817,http://n.itsdannyg.com,,"[0.0, 0.158, 0.0, 0.0, 0.0, 0.0, 0.098, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.152, 0.228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
91,91,23244977,9836036834197504,http://bit.ly/gVFvo4,http://bit.ly/gVFvo4,http://bit.ly/gVFvo4,http://bit.ly,2010-11-27 05:00:00+01:00,"[0.0, 0.036, 0.0, 0.0, 0.0, 0.091, 0.029, 0.0, 0.043, 0.0, 0.023, 0.0, 0.0, 0.0, 0.024, 0.232, 0.118, 0.087, 0.0, 0.096, 0.042, 0.032, 0.023, 0.0, 0.0, 0.0, 0.101, 0.0, 0.0, 0.019]"
94,94,103415179,9836383115943936,http://bit.ly/idCJzI,http://bit.ly/idCJzI,http://bit.ly/idCJzI,http://bit.ly,2010-12-01 00:00:00,"[0.0, 0.0, 0.0, 0.0, 0.108, 0.0, 0.0, 0.0, 0.108, 0.0, 0.0, 0.0, 0.108, 0.0, 0.0, 0.0, 0.0, 0.283, 0.0, 0.108, 0.0, 0.0, 0.0, 0.108, 0.145, 0.0, 0.0, 0.0, 0.0, 0.0]"
96,96,103415179,9836404179734528,http://Archive.org,http://Archive.org,http://Archive.org,http://Archive.org,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.01, 0.012, 0.0, 0.0, 0.0, 0.724, 0.0, 0.0, 0.0, 0.0, 0.011, 0.0, 0.012, 0.0, 0.0, 0.011, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
109,109,116973704,9836771818864641,http://bit.ly/eTGzRj,http://bit.ly/eTGzRj,http://bit.ly/eTGzRj,http://bit.ly,2010-11-30 16:08:01-05:00,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.146, 0.0, 0.0, 0.0, 0.066, 0.0, 0.08, 0.0, 0.0, 0.0, 0.0, 0.156, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.148, 0.0, 0.0, 0.0, 0.383]"
111,111,21478415,9836813514448896,http://is.gd/i1JcE,http://is.gd/i1JcE,http://is.gd/i1JcE,http://is.gd,2010-11-29 16:01:00+00:00,"[0.016, 0.029, 0.0, 0.0, 0.0, 0.017, 0.092, 0.0, 0.022, 0.0, 0.096, 0.022, 0.048, 0.0, 0.047, 0.0, 0.04, 0.273, 0.0, 0.0, 0.0, 0.0, 0.042, 0.023, 0.041, 0.0, 0.065, 0.0, 0.053, 0.045]"
112,112,21478415,9836813514448896,http://yfrog.com/j6ttl01j,http://yfrog.com/j6ttl01j,http://yfrog.com/j6ttl01j,http://yfrog.com,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.457, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.231, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23, 0.0, 0.0, 0.0, 0.0]"
114,114,116973704,9836879297912833,http://bit.ly/i9pwPW,http://bit.ly/i9pwPW,http://bit.ly/i9pwPW,http://bit.ly,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.201, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.111, 0.0, 0.0, 0.183, 0.29, 0.093, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.097]"
117,117,21478415,9837009728180224,http://is.gd/i1JCE,http://is.gd/i1JCE,http://is.gd/i1JCE,http://is.gd,2010-11-29 16:18:00+00:00,"[0.0, 0.08, 0.0, 0.0, 0.094, 0.043, 0.0, 0.0, 0.0, 0.092, 0.0, 0.0, 0.024, 0.0, 0.023, 0.082, 0.091, 0.052, 0.04, 0.086, 0.0, 0.0, 0.021, 0.0, 0.139, 0.0, 0.0, 0.0, 0.0, 0.129]"
118,118,28123638,9837024668295168,http://ow.ly/3hTUB,http://ow.ly/3hTUB,http://ow.ly/3hTUB,http://ow.ly,,"[0.0, 0.016, 0.032, 0.0, 0.0, 0.043, 0.053, 0.019, 0.0, 0.049, 0.0, 0.014, 0.043, 0.0, 0.025, 0.017, 0.061, 0.057, 0.021, 0.0, 0.082, 0.0, 0.095, 0.013, 0.101, 0.056, 0.053, 0.0, 0.101, 0.025]"
119,119,116973704,9837039910391808,http://bit.ly/hZRdQz,http://bit.ly/hZRdQz,http://bit.ly/hZRdQz,http://bit.ly,,"[0.0, 0.0, 0.0, 0.0, 0.089, 0.0, 0.0, 0.0, 0.0, 0.0, 0.177, 0.089, 0.0, 0.0, 0.0, 0.305, 0.0, 0.225, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.089, 0.0, 0.0]"
121,121,21478415,9837062224093184,http://is.gd/i1JEI,http://is.gd/i1JEI,http://is.gd/i1JEI,http://is.gd,2010-11-29 17:00:00+00:00,"[0.03, 0.054, 0.0, 0.0, 0.0, 0.07, 0.03, 0.0, 0.0, 0.025, 0.085, 0.014, 0.056, 0.0, 0.029, 0.01, 0.0, 0.073, 0.015, 0.0, 0.0, 0.0, 0.037, 0.127, 0.189, 0.017, 0.067, 0.0, 0.0, 0.047]"
132,132,9567382,9837337227821056,http://goo.gl/fb/wJMby,http://goo.gl/fb/wJMby,http://goo.gl/fb/wJMby,http://goo.gl,2010-12-01 04:07:57+00:00,"[0.033, 0.021, 0.049, 0.014, 0.019, 0.047, 0.054, 0.01, 0.0, 0.026, 0.0, 0.04, 0.039, 0.0, 0.023, 0.062, 0.092, 0.114, 0.02, 0.0, 0.031, 0.068, 0.046, 0.039, 0.046, 0.0, 0.035, 0.018, 0.037, 0.0]"
133,133,9567382,9837339962507265,http://goo.gl/fb/cmcq1,http://goo.gl/fb/cmcq1,http://goo.gl/fb/cmcq1,http://goo.gl,2010-12-01 05:00:23+00:00,"[0.051, 0.065, 0.012, 0.013, 0.0, 0.047, 0.079, 0.019, 0.042, 0.0, 0.061, 0.0, 0.0, 0.0, 0.081, 0.0, 0.018, 0.139, 0.0, 0.048, 0.0, 0.01, 0.0, 0.0, 0.122, 0.0, 0.12, 0.013, 0.059, 0.0]"
138,138,28123638,9837413849374720,http://ow.ly/3hTO8,http://ow.ly/3hTO8,http://ow.ly/3hTO8,http://ow.ly,2010-11-30 20:39:53+00:00,"[0.0, 0.0, 0.03, 0.0, 0.07, 0.078, 0.0, 0.0, 0.0, 0.059, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.094, 0.0, 0.0, 0.0, 0.0, 0.0, 0.058, 0.127, 0.114, 0.189, 0.116, 0.0, 0.06, 0.0]"
142,142,103415179,9837434657312768,http://engt.co/iet8bL,http://engt.co/iet8bL,http://engt.co/iet8bL,http://engt.co,,"[0.058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.109, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.073, 0.0, 0.0, 0.0, 0.073, 0.0, 0.0, 0.0, 0.0, 0.0, 0.168, 0.121, 0.089, 0.205, 0.0, 0.087, 0.0]"
143,143,21478415,9837459349180416,http://is.gd/i1JK5,http://is.gd/i1JK5,http://is.gd/i1JK5,http://is.gd,2010-11-29 17:28:00+00:00,"[0.02, 0.0, 0.051, 0.047, 0.0, 0.074, 0.076, 0.0, 0.018, 0.0, 0.027, 0.064, 0.169, 0.0, 0.051, 0.046, 0.0, 0.125, 0.0, 0.0, 0.0, 0.018, 0.117, 0.0, 0.033, 0.017, 0.045, 0.0, 0.0, 0.0]"
144,144,21478415,9837459349180416,http://yfrog.com/jwheszj,http://yfrog.com/jwheszj,http://yfrog.com/jwheszj,http://yfrog.com,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.457, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.231, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23, 0.0, 0.0, 0.0, 0.0]"
150,150,116973704,9837668653342720,http://sbux.co/gwkvpY,http://sbux.co/gwkvpY,http://sbux.co/gwkvpY,http://sbux.co,,"[0.016, 0.05, 0.017, 0.0, 0.014, 0.0, 0.073, 0.0, 0.0, 0.031, 0.033, 0.0, 0.0, 0.076, 0.0, 0.115, 0.157, 0.015, 0.0, 0.02, 0.0, 0.0, 0.028, 0.117, 0.212, 0.0, 0.023, 0.0, 0.0, 0.0]"
154,154,21478415,9837730619990017,http://is.gd/i1JYY,http://is.gd/i1JYY,http://is.gd/i1JYY,http://is.gd,2010-11-29 17:29:00+00:00,"[0.0, 0.0, 0.0, 0.0, 0.06, 0.105, 0.0, 0.0, 0.035, 0.04, 0.0, 0.0, 0.031, 0.0, 0.059, 0.0, 0.259, 0.105, 0.0, 0.075, 0.0, 0.025, 0.108, 0.0, 0.093, 0.0, 0.0, 0.0, 0.0, 0.0]"
155,155,116973704,9837752723963905,http://su.pr/4qompS,http://su.pr/4qompS,http://su.pr/4qompS,http://su.pr,,"[0.0, 0.0, 0.213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.386, 0.0, 0.0, 0.0, 0.121, 0.0, 0.0, 0.12, 0.0, 0.121, 0.0]"
157,157,21478415,9837798156668928,http://is.gd/i1K2p,http://is.gd/i1K2p,http://is.gd/i1K2p,http://is.gd,2010-11-29 19:34:00+00:00,"[0.01, 0.05, 0.011, 0.0, 0.0, 0.0, 0.014, 0.0, 0.0, 0.114, 0.0, 0.021, 0.0, 0.0, 0.018, 0.039, 0.114, 0.178, 0.0, 0.024, 0.0, 0.015, 0.0, 0.137, 0.054, 0.036, 0.107, 0.0, 0.022, 0.013]"
159,159,150398575,9837818264166400,http://www.intermodal-events.com/,http://www.intermodal-events.com/,http://www.intermodal-events.com/,http://www.intermodal-events.com,,"[0.0, 0.0, 0.104, 0.0, 0.0, 0.0, 0.0, 0.136, 0.0, 0.065, 0.0, 0.0, 0.0, 0.0, 0.0, 0.298, 0.0, 0.143, 0.0, 0.084, 0.104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.052]"
161,161,116973704,9837840150040576,http://bit.ly/hxKFuv,http://bit.ly/hxKFuv,http://bit.ly/hxKFuv,http://bit.ly,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.396, 0.0, 0.0, 0.152, 0.0, 0.07, 0.0, 0.0, 0.0, 0.0, 0.219, 0.14, 0.0, 0.0, 0.0, 0.0]"
167,167,116973704,9838014310129664,http://bit.ly/dPdX8O,http://bit.ly/dPdX8O,http://bit.ly/dPdX8O,http://bit.ly,,"[0.0, 0.0, 0.0, 0.0, 0.097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.432, 0.167, 0.169, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.104, 0.0, 0.0]"
168,168,21478415,9838032228192256,http://is.gd/i1K3W,http://is.gd/i1K3W,http://is.gd/i1K3W,http://is.gd,2010-11-29 19:41:00+00:00,"[0.0, 0.043, 0.0, 0.0, 0.019, 0.073, 0.0, 0.0, 0.026, 0.018, 0.075, 0.0, 0.042, 0.0, 0.0, 0.027, 0.0, 0.073, 0.0, 0.037, 0.076, 0.039, 0.08, 0.113, 0.175, 0.0, 0.048, 0.0, 0.0, 0.033]"
169,169,21478415,9838032228192256,http://yfrog.com/0jglz0j,http://yfrog.com/0jglz0j,http://yfrog.com/0jglz0j,http://yfrog.com,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.457, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.231, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23, 0.0, 0.0, 0.0, 0.0]"
176,176,21478415,9838263665692672,http://is.gd/i1KdF,http://is.gd/i1KdF,http://is.gd/i1KdF,http://is.gd,2010-11-29 19:55:00+00:00,"[0.057, 0.023, 0.0, 0.0, 0.016, 0.096, 0.122, 0.0, 0.0, 0.0, 0.083, 0.02, 0.038, 0.0, 0.01, 0.041, 0.054, 0.072, 0.025, 0.011, 0.0, 0.016, 0.047, 0.017, 0.131, 0.0, 0.05, 0.0, 0.016, 0.026]"
178,178,21478415,9838357660045312,http://is.gd/i1KhJ,http://is.gd/i1KhJ,http://is.gd/i1KhJ,http://is.gd,2010-11-29 20:00:00+00:00,"[0.0, 0.0, 0.11, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.079, 0.07, 0.0, 0.04, 0.073, 0.0, 0.123, 0.0, 0.0, 0.0, 0.0, 0.0, 0.096, 0.138, 0.034, 0.102, 0.0, 0.0, 0.0, 0.0, 0.126]"
180,180,21478415,9838402912387072,http://is.gd/i1Kjd,http://is.gd/i1Kjd,http://is.gd/i1Kjd,http://is.gd,2010-11-29 20:58:00+00:00,"[0.0, 0.0, 0.0, 0.024, 0.061, 0.171, 0.039, 0.0, 0.054, 0.021, 0.0, 0.0, 0.049, 0.0, 0.018, 0.09, 0.0, 0.149, 0.0, 0.023, 0.0, 0.029, 0.064, 0.084, 0.036, 0.0, 0.018, 0.0, 0.0, 0.069]"
184,184,21478415,9838463503302656,http://is.gd/i1KkF,http://is.gd/i1KkF,http://is.gd/i1KkF,http://is.gd,2010-11-29 21:30:00+00:00,"[0.024, 0.058, 0.0, 0.0, 0.0, 0.081, 0.034, 0.0, 0.0, 0.019, 0.118, 0.027, 0.022, 0.0, 0.0, 0.013, 0.067, 0.137, 0.0, 0.013, 0.0, 0.0, 0.063, 0.116, 0.053, 0.024, 0.03, 0.018, 0.0, 0.022]"
188,188,21478415,9838508835340288,http://is.gd/i1Kmf,http://is.gd/i1Kmf,http://is.gd/i1Kmf,http://is.gd,2010-11-29 22:47:00+00:00,"[0.0, 0.1, 0.0, 0.0, 0.093, 0.032, 0.0, 0.0, 0.0, 0.052, 0.061, 0.0, 0.0, 0.0, 0.0, 0.079, 0.147, 0.078, 0.0, 0.042, 0.0, 0.0, 0.0, 0.0, 0.14, 0.0, 0.112, 0.028, 0.0, 0.035]"
194,194,48510756,9838631703289856,http://ricochet.com/main-feed/Taking-Down-North-Korea-Would-These-Ideas-Work,http://t.co/61PfoZr,ricochet.com/main-feed/Taki…,http://ricochet.com,2010-11-30 15:49:00+00:00,"[0.029, 0.0, 0.0, 0.0, 0.0, 0.014, 0.0, 0.0, 0.0, 0.019, 0.053, 0.027, 0.043, 0.0, 0.011, 0.0, 0.0, 0.055, 0.023, 0.018, 0.0, 0.011, 0.058, 0.055, 0.152, 0.262, 0.124, 0.0, 0.0, 0.033]"
201,201,21478415,9838685306494976,http://is.gd/i1KnR,http://is.gd/i1KnR,http://is.gd/i1KnR,http://is.gd,2010-11-29 23:21:00+00:00,"[0.068, 0.071, 0.039, 0.0, 0.0, 0.0, 0.129, 0.0, 0.0, 0.017, 0.015, 0.034, 0.093, 0.0, 0.0, 0.063, 0.103, 0.115, 0.0, 0.0, 0.0, 0.0, 0.027, 0.016, 0.108, 0.018, 0.046, 0.0, 0.0, 0.013]"
